daycare_id,enrollment,year,staff,monthly_budget,percent_budget_used,monthly_price,opening_time,closing_time
46,53,2017,7,25902.03,84.23,456,8:30,17:30
46,62,2018,6,48576,78.28,744,8:30,17:30
46,95,2019,15,38900.75,93.29,471,8:30,17:30
46,82,2020,9,15764.28,72.82,212,8:30,17:30
46,78,2021,11,37093.6,92.81,425,8:30,17:30
46,91,2022,10,19412.88,96.1,201,8:30,17:30
46,71,2023,10,18855.03,92.12,307,8:30,17:30
46,30,2024,4,16552.36,98.56,488,8:30,17:30
46,41,2025,5,21134.63,78.4,546,8:30,17:30
47,53,2015,6,29183.56,80.68,515,6:30,19:45
47,50,2016,7,18354.26,82.49,437,6:30,19:45
47,88,2017,12,33160.04,92.92,369,6:30,19:45
47,24,2018,3,6444.71,79.88,311,6:30,19:45
47,88,2019,14,39698.7,97.32,465,6:30,19:45
47,53,2020,8,16170.46,92.36,339,6:30,19:45
47,59,2021,9,41851.48,87.7,633,6:30,19:45
47,76,2022,7,54268.51,81.82,664,6:30,19:45
47,25,2023,3,5919.6,98.97,246,6:30,19:45
47,70,2024,10,48212.84,75.17,642,6:30,19:45
47,97,2025,16,32460.63,89.9,328,6:30,19:45
48,28,2015,3,15366.22,80.45,613,8:15,17:45
48,25,2016,3,13735.28,82.56,486,8:15,17:45
48,26,2017,2,11004.32,85.84,489,8:15,17:45
48,53,2018,6,22974.06,94.2,382,8:15,17:45
48,65,2019,9,23263.86,89.27,313,8:15,17:45
48,68,2020,9,14495.58,76.83,263,8:15,17:45
48,22,2021,3,18288.41,77.31,712,8:15,17:45
48,61,2022,8,11982.48,93.97,200,8:15,17:45
48,79,2023,13,70471.83,75.15,748,8:15,17:45
48,49,2024,6,22448.39,74.92,427,8:15,17:45
48,98,2025,16,26206,86.95,321,8:15,17:45
49,23,2015,3,9407.09,81,357,6:45,18:15
49,90,2016,10,75753.92,71.9,715,6:45,18:15
49,81,2017,10,51193.86,74.75,711,6:45,18:15
49,34,2018,5,12108.94,99.55,347,6:45,18:15
49,25,2019,3,9540.19,88.06,469,6:45,18:15
49,34,2020,4,9550.87,80.98,294,6:45,18:15
49,85,2021,14,24424.87,90.04,242,6:45,18:15
49,76,2022,10,31171.08,97.49,420,6:45,18:15
49,32,2023,4,11423.96,94.78,372,6:45,18:15
49,34,2024,5,8206.61,72.92,282,6:45,18:15
49,51,2025,6,43850.97,89.79,729,6:45,18:15
50,23,2015,2,12887.9,72.63,647,9:45,19:30
50,56,2016,9,20514.34,82.79,368,9:45,19:30
50,92,2017,13,52957.84,87.04,521,9:45,19:30
50,33,2018,3,7753.55,98.71,292,9:45,19:30
50,99,2019,9,49790.1,82.47,533,9:45,19:30
50,59,2020,5,32623.41,73.3,532,9:45,19:30
50,37,2021,3,15632.6,77.32,522,9:45,19:30
50,51,2022,7,29782.28,85.69,664,9:45,19:30
50,55,2023,7,25823.18,90.55,437,9:45,19:30
50,31,2024,3,19000.37,94.68,716,9:45,19:30
50,61,2025,6,48092.05,92.53,668,9:45,19:30
51,74,2015,9,18445.23,78.15,304,7:30,17:00
51,48,2016,4,19563.81,77.55,354,7:30,17:00
51,74,2017,9,44056.03,93.36,682,7:30,17:00
51,64,2018,6,30421.87,98.66,438,7:30,17:00
51,67,2019,11,17288.8,97.88,225,7:30,17:00
51,51,2020,5,26742,80.85,568,7:30,17:00
51,59,2021,6,30346.98,98.37,438,7:30,17:00
51,76,2022,10,58850.84,70.88,655,7:30,17:00
51,39,2023,5,19163.45,93.39,479,7:30,17:00
51,26,2024,4,9677.22,71.55,321,7:30,17:00
51,54,2025,6,39482.62,78.19,637,7:30,17:00
52,87,2015,9,31953.93,87.04,347,6:00,20:30
52,75,2016,10,28687.96,77.75,325,6:00,20:30
52,22,2017,3,12351.48,75.07,597,6:00,20:30
52,87,2018,14,50318.2,85.32,664,6:00,20:30
52,61,2019,8,46279.21,98.31,678,6:00,20:30
52,29,2020,3,21099.1,94.62,625,6:00,20:30
52,86,2021,8,62414.47,81.52,729,6:00,20:30
52,38,2022,3,8603.05,95.13,204,6:00,20:30
52,66,2023,11,17858.01,73.82,287,6:00,20:30
52,52,2024,5,10125.73,93.44,240,6:00,20:30
52,93,2025,15,32164.79,70.81,394,6:00,20:30
53,48,2015,5,31509.3,71.19,598,9:00,20:15
53,45,2016,5,16730.39,70.41,382,9:00,20:15
53,55,2017,9,32911.22,92.61,698,9:00,20:15
53,39,2018,3,14732.93,92.66,331,9:00,20:15
53,60,2019,8,14732.57,96.11,277,9:00,20:15
53,39,2020,6,8671.78,91.28,235,9:00,20:15
53,28,2021,4,18089.11,98.13,733,9:00,20:15
53,82,2022,10,51985.72,85.66,664,9:00,20:15
53,52,2023,5,43099.72,99.26,692,9:00,20:15
53,53,2024,5,11456.64,91.92,206,9:00,20:15
53,62,2025,6,38243.21,75.49,616,9:00,20:15
54,80,2015,11,31816.31,91.24,472,7:45,19:45
54,48,2016,4,26920.95,98.49,506,7:45,19:45
54,64,2017,8,50314.99,80.22,683,7:45,19:45
54,65,2018,10,43133.96,81.19,674,7:45,19:45
54,67,2019,7,44631.15,87.64,733,7:45,19:45
54,71,2020,8,17796.29,87.01,253,7:45,19:45
54,30,2021,3,22602.03,80.97,692,7:45,19:45
54,42,2022,4,28327.48,77.68,681,7:45,19:45
54,51,2023,5,26835.12,76.25,532,7:45,19:45
54,78,2024,8,64156.23,71.06,687,7:45,19:45
54,76,2025,12,70388.87,77.01,796,7:45,19:45
55,63,2015,7,46974.97,85.43,676,9:00,18:45
55,69,2016,9,27508.68,93.99,349,9:00,18:45
55,38,2017,4,23718.11,93.08,569,9:00,18:45
55,86,2018,10,28682.8,97.36,282,9:00,18:45
55,48,2019,8,33804.76,92.36,660,9:00,18:45
55,54,2020,9,21548.28,82.88,333,9:00,18:45
55,79,2021,9,22583.99,87.28,272,9:00,18:45
55,81,2022,9,39064.88,82.69,459,9:00,18:45
55,35,2023,3,16211.86,83.9,415,9:00,18:45
55,56,2024,7,30139.76,92.92,509,9:00,18:45
55,74,2025,12,48342.82,79.61,784,9:00,18:45
56,77,2015,8,41620.07,90.61,452,7:15,18:30
56,89,2016,14,54460.08,85.12,590,7:15,18:30
56,40,2017,5,13007.68,88.36,323,7:15,18:30
56,78,2018,7,29459.4,77.67,410,7:15,18:30
56,36,2019,3,17472.83,74.49,538,7:15,18:30
56,26,2020,4,21384.32,90.94,701,7:15,18:30
56,85,2021,9,54639.56,77.22,656,7:15,18:30
56,43,2022,4,23256.93,89.27,523,7:15,18:30
56,49,2023,8,26257.73,80.33,476,7:15,18:30
56,90,2024,15,29959.53,70.3,368,7:15,18:30
56,48,2025,5,36462.08,81.42,729,7:15,18:30
57,34,2015,3,14605.16,88.36,369,8:45,19:30
57,86,2016,12,48103.13,72.38,646,8:45,19:30
57,63,2017,10,42856.63,75.55,598,8:45,19:30
57,81,2018,11,42320.81,95.53,495,8:45,19:30
57,69,2019,9,41254.34,86.53,529,8:45,19:30
57,36,2020,6,27034.59,91.5,736,8:45,19:30
57,94,2021,11,22862.16,95.57,220,8:45,19:30
57,43,2022,4,10747.97,78.52,300,8:45,19:30
57,22,2023,2,8914,70.31,486,8:45,19:30
57,87,2024,14,34090.3,70.77,413,8:45,19:30
57,46,2025,4,14596.46,86.66,281,8:45,19:30
58,82,2015,8,33118.13,83.21,446,7:15,17:15
58,38,2016,3,17918.48,90.18,483,7:15,17:15
58,33,2017,5,24105.6,80.6,733,7:15,17:15
58,34,2018,3,10302.86,86.05,366,7:15,17:15
58,21,2019,2,11077.6,70.39,452,7:15,17:15
58,45,2020,7,21648.08,87.13,422,7:15,17:15
58,52,2021,5,17603.17,82.21,361,7:15,17:15
58,29,2022,3,7032.83,81.5,209,7:15,17:15
58,59,2023,7,48498.67,99.1,697,7:15,17:15
58,43,2024,6,33968.92,77.15,742,7:15,17:15
58,49,2025,6,27800.81,98.17,594,7:15,17:15
59,34,2015,4,8828.87,89.59,245,8:15,18:00
59,29,2016,4,26566.84,88.71,787,8:15,18:00
59,27,2017,2,13616.35,86.48,475,8:15,18:00
59,63,2018,6,23932.96,96.66,347,8:15,18:00
59,71,2019,7,37859.66,79.78,643,8:15,18:00
59,92,2020,13,24997.88,99.13,297,8:15,18:00
59,55,2021,5,22155.1,77.95,338,8:15,18:00
59,65,2022,8,35117.67,74.19,615,8:15,18:00
59,72,2023,12,36032.37,76.55,564,8:15,18:00
59,26,2024,3,7361.86,92.46,248,8:15,18:00
59,38,2025,4,16956.59,73.8,506,8:15,18:00
60,91,2015,15,25590.84,94.45,320,8:45,16:00
60,83,2016,11,33485.31,91.61,395,8:45,16:00
60,55,2017,6,40288.34,89,687,8:45,16:00
60,64,2018,9,21686.26,78.43,397,8:45,16:00
60,22,2019,3,7120.98,75.5,300,8:45,16:00
60,89,2020,8,67120.61,85.39,740,8:45,16:00
60,26,2021,2,11404.97,87.08,387,8:45,16:00
60,83,2022,10,55287.54,78.68,765,8:45,16:00
60,49,2023,4,13580.88,93.03,322,8:45,16:00
60,34,2024,5,20834.17,88.13,578,8:45,16:00
60,61,2025,7,12922.93,99.26,250,8:45,16:00
61,38,2015,4,9164.09,87.77,248,6:45,20:45
61,40,2016,6,29419.07,72.27,767,6:45,20:45
61,35,2017,5,24797.3,84.27,765,6:45,20:45
61,99,2018,9,43292.57,74.69,420,6:45,20:45
61,95,2019,10,48287.9,74.68,493,6:45,20:45
61,33,2020,4,14307.7,84.03,457,6:45,20:45
61,40,2021,4,24131.84,70.92,567,6:45,20:45
61,93,2022,10,26560.45,88.26,339,6:45,20:45
61,99,2023,9,53590.31,83.75,464,6:45,20:45
61,90,2024,11,74904.32,92.38,794,6:45,20:45
61,69,2025,8,39867.53,92.51,527,6:45,20:45
62,37,2015,4,15134.94,83.2,413,6:30,19:15
62,21,2016,3,15482.72,71.21,660,6:30,19:15
62,72,2017,10,24318.05,93.89,331,6:30,19:15
62,30,2018,3,16919.11,96.93,562,6:30,19:15
62,87,2019,12,50516.23,77.33,632,6:30,19:15
62,40,2020,4,10776.76,71.69,280,6:30,19:15
62,89,2021,11,48569.2,85.35,608,6:30,19:15
62,33,2022,4,8465.66,70.04,227,6:30,19:15
62,100,2023,16,17729.19,80.29,215,6:30,19:15
62,83,2024,9,42548.25,85.86,616,6:30,19:15
62,35,2025,3,17678.32,72.99,477,6:30,19:15
63,25,2015,2,17668.52,92.43,795,9:15,16:45
63,77,2016,8,24058.95,91.14,382,9:15,16:45
63,66,2017,8,48602.86,90.03,623,9:15,16:45
63,84,2018,9,38926.2,74.94,393,9:15,16:45
63,55,2019,6,31100.55,81.44,642,9:15,16:45
63,80,2020,8,67973.91,75.58,795,9:15,16:45
63,58,2021,5,30617.92,85.13,490,9:15,16:45
63,31,2022,3,13231.35,83.43,454,9:15,16:45
63,23,2023,3,13020.02,95.66,603,9:15,16:45
63,48,2024,8,40572.2,82.64,787,9:15,16:45
63,47,2025,7,10309.4,79.76,243,9:15,16:45
64,79,2015,11,42540.22,85.64,548,9:15,18:45
64,40,2016,5,19680.78,94.71,468,9:15,18:45
64,26,2017,3,8167.45,88.4,363,9:15,18:45
64,20,2018,2,14334.76,77.24,761,9:15,18:45
64,86,2019,9,65907.85,98.01,782,9:15,18:45
64,92,2020,11,50691.08,91.37,528,9:15,18:45
64,92,2021,10,26108.91,85.4,329,9:15,18:45
64,42,2022,6,11638.11,96.24,293,9:15,18:45
64,27,2023,3,10494.31,95.44,383,9:15,18:45
64,56,2024,6,25130.26,82.41,511,9:15,18:45
64,82,2025,8,50569.14,71.15,687,9:15,18:45
65,28,2015,2,15024.22,71.95,502,9:45,16:45
65,73,2016,8,47889.08,96.12,579,9:45,16:45
65,81,2017,8,33937.63,86.17,481,9:45,16:45
65,27,2018,4,14632.07,76.57,639,9:45,16:45
65,32,2019,5,15560.45,98.69,483,9:45,16:45
65,73,2020,9,24158.48,74.85,403,9:45,16:45
65,86,2021,8,62566.88,87.35,795,9:45,16:45
65,30,2022,3,20266.99,77.65,601,9:45,16:45
65,53,2023,8,12288.58,84.15,261,9:45,16:45
65,76,2024,12,31733.75,87.69,446,9:45,16:45
65,92,2025,15,27269.14,89.2,263,9:45,16:45
66,76,2015,8,18059.86,87.88,222,7:15,18:15
66,26,2016,3,10002.03,99.08,436,7:15,18:15
66,90,2017,11,66228.41,83.58,725,7:15,18:15
66,48,2018,6,23285.42,85.47,466,7:15,18:15
66,98,2019,16,32994.66,78.14,341,7:15,18:15
66,73,2020,12,50029.07,79.71,627,7:15,18:15
66,28,2021,3,17665.64,73.51,707,7:15,18:15
66,71,2022,8,32108.95,70.65,418,7:15,18:15
66,71,2023,7,18928.12,99.4,235,7:15,18:15
66,27,2024,4,15268.65,91,688,7:15,18:15
66,30,2025,3,9238.33,72.75,263,7:15,18:15
67,48,2015,6,33661.35,70.03,642,8:00,19:00
67,93,2016,13,41839.45,84.9,528,8:00,19:00
67,78,2017,7,35687.77,76.18,401,8:00,19:00
67,71,2018,7,16798.56,74.7,206,8:00,19:00
67,72,2019,8,37743.72,71.13,540,8:00,19:00
67,83,2020,9,21399.22,72.84,268,8:00,19:00
67,92,2021,9,57026.17,81.64,568,8:00,19:00
67,81,2022,9,37066.2,78.67,440,8:00,19:00
67,59,2023,9,12034.53,89.78,250,8:00,19:00
67,97,2024,10,46225.48,78.43,516,8:00,19:00
67,66,2025,9,18128,70.62,273,8:00,19:00
68,48,2015,8,23734.23,91.57,475,6:15,17:45
68,57,2016,6,21133.34,89.37,373,6:15,17:45
68,50,2017,5,17980.97,97.54,324,6:15,17:45
68,67,2018,7,13963.02,93.43,222,6:15,17:45
68,82,2019,8,42778.2,87.47,461,6:15,17:45
68,57,2020,5,15913.01,92.71,346,6:15,17:45
68,91,2021,13,35925.72,83.78,489,6:15,17:45
68,72,2022,8,30776.94,84.02,382,6:15,17:45
68,37,2023,3,16864.09,85.72,430,6:15,17:45
68,62,2024,10,45653.4,86.12,721,6:15,17:45
68,53,2025,5,36810.23,85.68,799,6:15,17:45
69,64,2015,6,17850.4,92.65,281,9:15,16:45
69,63,2016,7,19109.96,89.72,293,9:15,16:45
69,80,2017,8,30195.87,71.34,372,9:15,16:45
69,52,2018,6,34169.65,84.98,552,9:15,16:45
69,25,2019,3,18043.17,78.6,689,9:15,16:45
69,98,2020,16,32976.33,94.73,314,9:15,16:45
69,34,2021,3,27554.28,92.65,757,9:15,16:45
69,33,2022,3,12293.45,91.88,319,9:15,16:45
69,29,2023,3,14858.08,86.8,438,9:15,16:45
69,72,2024,10,45558.47,96.87,705,9:15,16:45
69,37,2025,4,19582.66,93.56,583,9:15,16:45
70,67,2015,8,25921.87,79.81,343,9:30,19:30
70,58,2016,9,15342.36,80.36,261,9:30,19:30
70,99,2017,14,60554.41,82.39,539,9:30,19:30
70,38,2018,3,10639.1,76.19,293,9:30,19:30
70,99,2019,12,33916.76,74.18,420,9:30,19:30
70,83,2020,8,20782.59,72.87,281,9:30,19:30
70,77,2021,9,25050.98,85.94,300,9:30,19:30
70,77,2022,9,40835.61,71.35,496,9:30,19:30
70,91,2023,9,47060.25,86.48,586,9:30,19:30
70,37,2024,5,22249.9,73.57,584,9:30,19:30
70,36,2025,5,19090.86,95.72,587,9:30,19:30
71,52,2015,5,34856.66,87.64,689,7:45,16:15
71,93,2016,15,46467.45,77.92,489,7:45,16:15
71,67,2017,7,16330.73,75.54,238,7:45,16:15
71,49,2018,5,32649.01,86.96,586,7:45,16:15
71,49,2019,6,33534.65,93.94,752,7:45,16:15
71,22,2020,3,9943.83,90.61,450,7:45,16:15
71,96,2021,10,64036.53,81.97,677,7:45,16:15
71,43,2022,5,13808.12,90.84,394,7:45,16:15
71,57,2023,6,33007.75,70.67,501,7:45,16:15
71,67,2024,6,31995.54,81.48,432,7:45,16:15
71,94,2025,10,30682.56,84.98,321,7:45,16:15
72,55,2015,9,19251.02,93.44,293,9:30,20:00
72,52,2016,5,29261.15,99.32,511,9:30,20:00
72,34,2017,3,13059.62,78.73,331,9:30,20:00
72,50,2018,5,9658.66,71.77,201,9:30,20:00
72,78,2019,8,20539.05,73.55,325,9:30,20:00
72,71,2020,7,48676.8,87.1,644,9:30,20:00
72,36,2021,3,13709.72,78.75,440,9:30,20:00
72,40,2022,4,16713.9,77.1,480,9:30,20:00
72,50,2023,8,29979.44,70.59,684,9:30,20:00
72,81,2024,9,23726.16,93.35,267,9:30,20:00
72,33,2025,4,12201.25,71.87,384,9:30,20:00
73,77,2015,8,38912.9,96.66,434,8:00,19:15
73,32,2016,3,13080.79,94.41,413,8:00,19:15
73,60,2017,6,31701.22,93.39,612,8:00,19:15
73,20,2018,2,6192.86,96.63,279,8:00,19:15
73,74,2019,10,44742.88,80.34,678,8:00,19:15
73,68,2020,9,28182.41,85.75,485,8:00,19:15
73,70,2021,7,31619.57,78.37,478,8:00,19:15
73,83,2022,9,62326.31,98.18,770,8:00,19:15
73,85,2023,12,45704.54,78.39,509,8:00,19:15
73,24,2024,2,6500.02,82.7,235,8:00,19:15
73,91,2025,9,54537.39,94.32,541,8:00,19:15
74,38,2015,4,17599.07,93.56,569,9:00,17:45
74,88,2016,8,28453.51,89.42,336,9:00,17:45
74,44,2017,7,20481.76,88.11,573,9:00,17:45
74,37,2018,4,29075.44,84.16,710,9:00,17:45
74,22,2019,3,10587.64,87.69,579,9:00,17:45
74,65,2020,8,43048.48,74.67,644,9:00,17:45
74,20,2021,2,7187.35,87.71,379,9:00,17:45
74,84,2022,8,46007.19,96.82,572,9:00,17:45
74,20,2023,2,8796.66,77.21,525,9:00,17:45
74,64,2024,10,46443.9,73.26,666,9:00,17:45
74,28,2025,2,22713.73,90.1,722,9:00,17:45
75,73,2015,12,24265.66,87.7,330,6:00,18:00
75,88,2016,8,31204.05,82.17,374,6:00,18:00
75,28,2017,2,6458.84,85.72,210,6:00,18:00
75,33,2018,5,19777.3,79.02,576,6:00,18:00
75,58,2019,8,29832.92,98.17,589,6:00,18:00
75,89,2020,14,31888.18,78.47,343,6:00,18:00
75,52,2021,6,14946.77,97.1,327,6:00,18:00
75,89,2022,9,37936.46,82.91,365,6:00,18:00
75,58,2023,6,13506.53,95.65,204,6:00,18:00
75,42,2024,4,31847.92,72.81,766,6:00,18:00
75,43,2025,6,18200.44,93.28,514,6:00,18:00
76,24,2015,3,9418.3,80.83,370,8:45,18:45
76,97,2016,16,29829.88,92.71,367,8:45,18:45
76,84,2017,9,62943.73,70.33,672,8:45,18:45
76,42,2018,6,13445.06,74.14,348,8:45,18:45
76,79,2019,13,54635.49,84.87,618,8:45,18:45
76,71,2020,7,45270.39,84.25,645,8:45,18:45
76,29,2021,4,9875.37,84.22,358,8:45,18:45
76,36,2022,4,23039.7,94.24,554,8:45,18:45
76,46,2023,6,37398.33,93.53,689,8:45,18:45
76,99,2024,14,52960.14,87.36,537,8:45,18:45
76,55,2025,7,27435.76,80.46,440,8:45,18:45
77,34,2015,3,11491.02,78.21,324,6:15,18:00
77,76,2016,9,44856.69,74.7,677,6:15,18:00
77,87,2017,12,62980.75,84.91,758,6:15,18:00
77,93,2018,11,46381.37,86.81,441,6:15,18:00
77,88,2019,12,56439.73,87.12,591,6:15,18:00
77,59,2020,5,12760.04,89.67,231,6:15,18:00
77,61,2021,7,18799.21,96.13,369,6:15,18:00
77,82,2022,13,73042.96,97.79,762,6:15,18:00
77,54,2023,9,23992.88,74.92,444,6:15,18:00
77,64,2024,10,40720.35,91.01,752,6:15,18:00
77,68,2025,9,26619.03,81.86,421,6:15,18:00
78,89,2015,11,19743.85,82.93,223,8:00,20:15
78,54,2016,7,14812.01,88.5,286,8:00,20:15
78,45,2017,5,30874.35,72.45,742,8:00,20:15
78,87,2018,12,37007.87,94.48,456,8:00,20:15
78,43,2019,7,11673.48,72.05,281,8:00,20:15
78,76,2020,7,39499.21,94.93,519,8:00,20:15
78,33,2021,4,15343.66,87.04,406,8:00,20:15
78,65,2022,10,33482.67,80.33,517,8:00,20:15
78,26,2023,3,7560.47,76.88,291,8:00,20:15
78,94,2024,13,41272.17,74.2,447,8:00,20:15
78,25,2025,3,11436.73,85.21,453,8:00,20:15
79,70,2015,7,24172.39,84.95,348,9:15,19:00
79,91,2016,10,57509.63,75.93,598,9:15,19:00
79,49,2017,4,18118.51,75.08,309,9:15,19:00
79,51,2018,8,16591.57,73.76,308,9:15,19:00
79,58,2019,9,13948.94,84.46,255,9:15,19:00
79,90,2020,10,24175.47,90.71,241,9:15,19:00
79,29,2021,2,9015.86,95.43,335,9:15,19:00
79,92,2022,11,19609.24,81.13,224,9:15,19:00
79,83,2023,8,53324.43,73.99,597,9:15,19:00
79,96,2024,10,40018.1,71.63,510,9:15,19:00
79,36,2025,5,23246.76,96.53,608,9:15,19:00
80,40,2015,4,12448.07,73.43,356,8:15,16:45
80,40,2016,6,26685.24,93.81,721,8:15,16:45
80,58,2017,8,38674.75,72.36,612,8:15,16:45
80,25,2018,2,18195.18,74.5,712,8:15,16:45
80,37,2019,3,22911.18,91.39,710,8:15,16:45
80,78,2020,9,23661.95,85.77,318,8:15,16:45
80,27,2021,3,13601.38,99.94,528,8:15,16:45
80,29,2022,4,19214.4,86.17,729,8:15,16:45
80,89,2023,11,43434.31,79.23,610,8:15,16:45
80,52,2024,5,41369.06,98.5,670,8:15,16:45
80,60,2025,6,42670.2,84.49,612,8:15,16:45
81,79,2015,11,52004.16,82.54,554,6:15,18:45
81,68,2016,9,48167.29,81.54,663,6:15,18:45
81,42,2017,4,11775.51,79.67,244,6:15,18:45
81,77,2018,9,59719.21,80.2,722,6:15,18:45
81,91,2019,10,56871.55,95.32,620,6:15,18:45
81,61,2020,6,48618.75,72.24,752,6:15,18:45
81,78,2021,11,39044.41,77.72,444,6:15,18:45
81,61,2022,7,52364.24,95.03,793,6:15,18:45
81,49,2023,5,33173.96,78.61,744,6:15,18:45
81,84,2024,10,20346.39,79.1,286,6:15,18:45
81,37,2025,3,33944.26,88.06,770,6:15,18:45
82,67,2015,9,48364.87,84.13,768,9:00,20:00
82,94,2016,11,82495.74,85.64,793,9:00,20:00
82,41,2017,5,10474.29,88.6,282,9:00,20:00
82,21,2018,2,15049.11,96.21,653,9:00,20:00
82,42,2019,5,27347.6,86.78,680,9:00,20:00
82,82,2020,9,51477.38,99.69,779,9:00,20:00
82,69,2021,9,53474.48,83.82,800,9:00,20:00
82,37,2022,4,9108.46,86.13,224,9:00,20:00
82,73,2023,9,37308.32,71.69,459,9:00,20:00
82,93,2024,15,27362.96,90.66,351,9:00,20:00
82,65,2025,6,27878.02,97.84,455,9:00,20:00
83,51,2015,5,35414.69,81.75,632,9:15,16:15
83,26,2016,2,7301.9,87.01,247,9:15,16:15
83,100,2017,14,94931.18,82.78,796,9:15,16:15
83,30,2018,5,20154.58,98.68,682,9:15,16:15
83,74,2019,8,20991.25,87.87,314,9:15,16:15
83,20,2020,2,6425.39,85.56,350,9:15,16:15
83,48,2021,6,12389.81,76.76,230,9:15,16:15
83,32,2022,3,19837.18,73.04,608,9:15,16:15
83,49,2023,6,31140.79,83.97,701,9:15,16:15
83,79,2024,9,64462.41,72.35,793,9:15,16:15
83,87,2025,8,23569.8,92.17,302,9:15,16:15
84,55,2015,6,20834.62,93.66,451,7:00,17:45
84,47,2016,7,36729.37,90.73,797,7:00,17:45
84,28,2017,3,8262.23,79.79,292,7:00,17:45
84,70,2018,11,12167.27,74.23,206,7:00,17:45
84,40,2019,4,12029.74,89.6,264,7:00,17:45
84,97,2020,16,23789.85,74.85,298,7:00,17:45
84,38,2021,3,12179.82,93.8,346,7:00,17:45
84,100,2022,10,81339.61,75,734,7:00,17:45
84,93,2023,15,27472.3,81.89,319,7:00,17:45
84,39,2024,4,28701.84,72.24,691,7:00,17:45
84,80,2025,10,71438.69,75.89,787,7:00,17:45
85,63,2015,9,20498.16,93.01,316,9:00,16:00
85,94,2016,15,16698.15,94.18,215,9:00,16:00
85,77,2017,12,32456.07,76.69,492,9:00,16:00
85,82,2018,13,36926.05,78.48,389,9:00,16:00
85,31,2019,3,13936.61,80.38,489,9:00,16:00
85,91,2020,10,58711.01,75.14,689,9:00,16:00
85,47,2021,7,10745.33,91.86,236,9:00,16:00
85,33,2022,4,20363.59,84.88,516,9:00,16:00
85,99,2023,16,47883.98,74.02,555,9:00,16:00
85,26,2024,3,17959.95,99.71,758,9:00,16:00
85,97,2025,10,79927,93.44,765,9:00,16:00
86,61,2015,8,40703.46,87.9,777,9:00,19:45
86,25,2016,2,10100.04,70.59,367,9:00,19:45
86,98,2017,16,26977.6,78.7,275,9:00,19:45
86,29,2018,4,17038.14,90.8,565,9:00,19:45
86,54,2019,7,28586.33,90.45,570,9:00,19:45
86,23,2020,2,16140.08,82.37,645,9:00,19:45
86,51,2021,8,14789.08,95.85,317,9:00,19:45
86,79,2022,13,28698.62,89.66,380,9:00,19:45
86,92,2023,13,18012.9,77.04,235,9:00,19:45
86,29,2024,3,17313.1,87.3,521,9:00,19:45
86,75,2025,9,32805.25,74.27,452,9:00,19:45
87,74,2015,7,28021.06,97.78,347,8:00,17:30
87,40,2016,5,26483.03,91.99,642,8:00,17:30
87,90,2017,11,51549.74,79.05,542,8:00,17:30
87,52,2018,6,28360.36,98.75,464,8:00,17:30
87,92,2019,11,18537.56,82.98,211,8:00,17:30
87,70,2020,8,11645.34,75.4,202,8:00,17:30
87,49,2021,6,31461.68,91.76,584,8:00,17:30
87,36,2022,6,18847.16,89.86,640,8:00,17:30
87,94,2023,9,53044.05,74.4,669,8:00,17:30
87,24,2024,2,16814.83,92.99,617,8:00,17:30
87,95,2025,13,71594.43,74.76,780,8:00,17:30
88,70,2015,7,56341.9,76.05,731,6:45,16:45
88,96,2016,10,68902.46,80.54,688,6:45,16:45
88,41,2017,6,18920.55,98.61,556,6:45,16:45
88,38,2018,4,10462.77,95.79,259,6:45,16:45
88,47,2019,6,28579.35,76.13,728,6:45,16:45
88,74,2020,8,31867.21,89.14,379,6:45,16:45
88,100,2021,12,64263.78,78.53,644,6:45,16:45
88,23,2022,3,16551.86,93.68,760,6:45,16:45
88,52,2023,7,21965.42,93.87,355,6:45,16:45
88,50,2024,7,29400.05,73.32,580,6:45,16:45
88,89,2025,9,38349.6,72.04,437,6:45,16:45
89,56,2015,9,29393.86,73.35,523,6:00,18:00
89,84,2016,9,22601.14,72.55,228,6:00,18:00
89,83,2017,8,50796.84,71.36,576,6:00,18:00
89,78,2018,9,30084.15,90.24,336,6:00,18:00
89,92,2019,9,23664.57,99.01,230,6:00,18:00
89,43,2020,4,34502.14,99.58,745,6:00,18:00
89,57,2021,7,31467.4,73.27,502,6:00,18:00
89,81,2022,11,44588.13,81.63,484,6:00,18:00
89,65,2023,9,35593.06,72.3,503,6:00,18:00
89,39,2024,3,22095.54,98.7,489,6:00,18:00
89,67,2025,9,20259.16,89.25,252,6:00,18:00
90,68,2015,6,37054.63,72.66,565,9:45,17:15
90,96,2016,9,63808.87,70.09,725,9:45,17:15
90,35,2017,5,18570.53,85.16,595,9:45,17:15
90,70,2018,7,20247.35,78.13,271,9:45,17:15
90,68,2019,11,23903.12,89.28,296,9:45,17:15
90,46,2020,5,31873.49,80.43,584,9:45,17:15
90,26,2021,2,17849.88,84.05,687,9:45,17:15
90,98,2022,16,43632.93,99.23,398,9:45,17:15
90,100,2023,10,32032.71,87.3,300,9:45,17:15
90,80,2024,13,34157.3,88.55,448,9:45,17:15
90,63,2025,6,13408.41,86.2,210,9:45,17:15
91,49,2015,7,25566.82,91.07,565,6:45,16:00
91,88,2016,11,24489.28,91.54,312,6:45,16:00
91,91,2017,11,46396.87,90.2,521,6:45,16:00
91,37,2018,3,9569.81,76.86,256,6:45,16:00
91,24,2019,3,18979.89,86.5,763,6:45,16:00
91,73,2020,8,47016.3,87.65,631,6:45,16:00
