DATAFLOW,LAST UPDATE,freq,nace_r2,wstatus,worktime,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Croatia,2022,38.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Croatia,2023,39.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Croatia,2024,39.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Hungary,2015,39.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Hungary,2016,39.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Hungary,2017,39.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Hungary,2018,38.9,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Hungary,2019,38.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Hungary,2020,38.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Hungary,2021,38.6,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Hungary,2022,38.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Hungary,2023,38.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Hungary,2024,38.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Ireland,2015,31.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Ireland,2016,31.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Ireland,2017,32.1,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Ireland,2018,32.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Ireland,2019,32.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Ireland,2020,32.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Ireland,2021,32.2,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Ireland,2022,32.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Ireland,2023,32.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Ireland,2024,32.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Iceland,2015,35.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Iceland,2016,34.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Iceland,2017,34.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Iceland,2018,34.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Iceland,2019,35.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Iceland,2020,34.7,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Iceland,2021,33.8,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Iceland,2022,34.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Iceland,2023,34.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Iceland,2024,34.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Italy,2015,32.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Italy,2016,32.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Italy,2017,32.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Italy,2018,33.0,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Italy,2019,33.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Italy,2020,32.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Italy,2021,33.3,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Italy,2022,33.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Italy,2023,33.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Italy,2024,33.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Lithuania,2015,37.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Lithuania,2016,37.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Lithuania,2017,37.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Lithuania,2018,38.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Lithuania,2019,38.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Lithuania,2020,38.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Lithuania,2021,38.4,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Lithuania,2022,38.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Lithuania,2023,38.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Lithuania,2024,38.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Luxembourg,2015,33.8,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Luxembourg,2016,34.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Luxembourg,2017,34.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Luxembourg,2018,34.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Luxembourg,2019,35.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Luxembourg,2020,34.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Luxembourg,2021,35.3,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Luxembourg,2022,35.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Luxembourg,2023,35.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Luxembourg,2024,35.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Latvia,2015,38.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Latvia,2016,37.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Latvia,2017,38.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Latvia,2018,38.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Latvia,2019,37.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Latvia,2020,37.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Latvia,2021,37.8,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Latvia,2022,38.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Latvia,2023,38.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Latvia,2024,37.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Montenegro,2015,42.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Montenegro,2016,42.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Montenegro,2017,42.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Montenegro,2018,42.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Montenegro,2019,43.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Montenegro,2020,43.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,North Macedonia,2015,41.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,North Macedonia,2016,40.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,North Macedonia,2017,41.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,North Macedonia,2018,41.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,North Macedonia,2019,40.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,North Macedonia,2020,40.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Malta,2015,34.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Malta,2016,35.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Malta,2017,35.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Malta,2018,36.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Malta,2019,36.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Malta,2020,37.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Malta,2021,37.3,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Malta,2022,36.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Malta,2023,37.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Malta,2024,37.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Netherlands,2015,24.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Netherlands,2016,24.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Netherlands,2017,25.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Netherlands,2018,25.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Netherlands,2019,25.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Netherlands,2020,25.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Netherlands,2021,26.5,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Netherlands,2022,27.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Netherlands,2023,27.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Netherlands,2024,27.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Norway,2015,31.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Norway,2016,31.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Norway,2017,31.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Norway,2018,31.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Norway,2019,31.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Norway,2020,31.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Norway,2021,31.6,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Norway,2022,31.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Norway,2023,31.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Norway,2024,32.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Poland,2015,38.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Poland,2016,38.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Poland,2017,38.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Poland,2018,38.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Poland,2019,38.5,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Poland,2020,38.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Poland,2021,38.8,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Poland,2022,38.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Poland,2023,38.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Poland,2024,38.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Portugal,2015,38.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Portugal,2016,37.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Portugal,2017,37.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Portugal,2018,38.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Portugal,2019,37.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Portugal,2020,37.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Portugal,2021,38.3,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Portugal,2022,38.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Portugal,2023,38.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Portugal,2024,38.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Romania,2015,39.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Romania,2016,39.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Romania,2017,39.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Romania,2018,39.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Romania,2019,39.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Romania,2020,39.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Romania,2021,39.8,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Romania,2022,39.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Romania,2023,39.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Romania,2024,39.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Serbia,2015,42.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Serbia,2016,41.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Serbia,2017,41.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Serbia,2018,41.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Serbia,2019,41.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Serbia,2020,40.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Serbia,2021,41.8,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Serbia,2022,41.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Serbia,2023,41.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Serbia,2024,41.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Sweden,2015,34.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Sweden,2016,34.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Sweden,2017,34.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Sweden,2018,34.7,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Sweden,2019,34.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Sweden,2020,34.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Sweden,2021,36.1,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Sweden,2022,36.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Sweden,2023,36.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Sweden,2024,36.3,,
